Ahlhorn Air Force Base,ZZZZ,"52.8829993947,8.2329997989",9999
Meschede-Schüren,ZZZZ,"51.3027687948,8.2393963989",9999
Modellflugplatz,ZZZZ,"52.3785843948,8.2408941989",9999
Bjorli Airfield,ZZZZ,"62.2350005948,8.2466668989",9999
Kägiswil Airport,ZZZZ,"46.9082984949,8.2541704989",9999
Muenster Aero Airport,ZZZZ,"46.4803008950,8.2633304988",9999
Alpnach Air Base,ZZZZ,"46.9439010949,8.2841701988",9999
Aeroporto internazionale di Alghero-Fertilia,ZZZZ,"40.6316153953,8.2918842988",9999
Flughafen Gütersloh,ZZZZ,"51.9235026948,8.3048667988",9999
Schameder Airport,ZZZZ,"51.0002784948,8.3077783988",9999
Lemvig flyveplads,ZZZZ,"56.5029983947,8.3113297988",9999
Oldenburg-Hatten Airport,ZZZZ,"53.0688895947,8.3136109988",9999
Diepholz Airport,ZZZZ,"52.5855559948,8.3422221988",9999
Karlsruhe-Forchheim Airport,ZZZZ,"48.9759368949,8.3423995988",9999
STAUNING  AIRPORT,ZZZZ,"55.9916889947,8.3552988988",9999
Segelflugplatz Reiselfingen,ZZZZ,"47.8529883949,8.3749900988",9999
Segelflugplatz Melle-Grönegau EDXG,ZZZZ,"52.1997413948,8.3757507988",9999
Segelflugplatz Hirzenhain,ZZZZ,"50.7877768948,8.3927783988",9999
Buochs Airport,LSMU,"46.9744443949,8.3969443988",9999
Sonderlandeplatz Linkenheim,ZZZZ,"49.1430183948,8.3983162988",9999
Flugplatz Winzeln,ZZZZ,"48.2780442949,8.4296018988",9999
Lintorp Airport,ZZZZ,"56.3957725947,8.4437579988",9999
Segelflugplatz Aßlar,ZZZZ,"50.5976163948,8.4450659988",9999
Coleman AAF,ZZZZ,"49.5625121948,8.4648743988",9999
Ultraleichtflieger Bürstadt (PPR),ZZZZ,"49.6559643948,8.4741782988",9999
Segelfluggelände Musbach / Freudenstadt,ZZZZ,"48.5047058949,8.4777034988",9999
Atlas Airfield Ganderkesee,ZZZZ,"53.0356306947,8.5076499988",9999
"Geilo Airport, Dagali",ENDI,"60.4171928948,8.5114076988",9999
Spjald Flyveplads,ZZZZ,"56.1029771947,8.5132606988",9999
Hausen am Albis Airport,ZZZZ,"47.2386016949,8.5155601988",9999
Donaueschingen,ZZZZ,"47.9752970949,8.5157421988",9999
Mannheim City Airport,EDFM,"49.4763544948,8.5207726988",9999
Sportflugplatz Schmerlat,ZZZZ,"47.6898020949,8.5272351988",9999
Flugplatz Wyk auf Föhr,ZZZZ,"54.6848004947,8.5290143988",9999
Flugplatz Blexen,ZZZZ,"53.5379331947,8.5318140988",9999
Flughafen Zürich,ZZZZ,"47.4582609949,8.5480722988",9999
Esbjerg Lufthavn,ZZZZ,"55.5242837947,8.5507885988",9999
Flughafen Frankfurt am Main,ZZZZ,"50.0428225948,8.5571598988",9999
Flughafen Zürich,ZZZZ,"47.4524687949,8.5618684988",9999
Blumberg Airport,ZZZZ,"47.8441657949,8.5649995988",9999
Flughafen Frankfurt am Main,ZZZZ,"50.0397994948,8.5702328988",9999
Segelflugplatz Große Höhe,ZZZZ,"52.9860232947,8.5718082988",9999
Regionalflughafen Bremerhaven Luneort,ZZZZ,"53.5069426947,8.5727776988",9999
August-Euler-Flugplatz,ZZZZ,"49.8544876948,8.5879376988",9999
Lützellinden,ZZZZ,"50.5427995948,8.5890873988",9999
Flugplatz Weinheim,ZZZZ,"49.5701122948,8.6110382988",9999
Segelflugplatz Weinheim,ZZZZ,"49.5672193948,8.6111114988",9999
Flugplatz Lemwerder (Segelflug),ZZZZ,"53.1448494947,8.6223604988",9999
Segelflugplatz Heppenheim,ZZZZ,"49.6215103948,8.6250306988",9999
Sonderlandeplatz Nordholz-Spieka,ZZZZ,"53.7674205947,8.6389434988",9999
Brilon/Hochsauerlandkreis Airport,ZZZZ,"51.4025001948,8.6416673988",9999
Oristano / Fenosu,LIER,"39.8964952953,8.6434874988",9999
Flugplatz Frankfurt-Egelsbach,ZZZZ,"49.9614804948,8.6442840988",9999
Heidelberg Army Air Field,ZZZZ,"49.3935012948,8.6520795988",9999
Sportflugplatz Walldorf,ZZZZ,"49.3067784948,8.6580637988",9999
Flugplatz Oerlinghausen,ZZZZ,"51.9320861948,8.6593269988",9999
Vinnu Airport,ZZZZ,"62.6582984948,8.6649999988",9999
Cameri Airport,ZZZZ,"45.5295981950,8.6692199988",9999
Segelfluggelände Haiterbach-Nagold,ZZZZ,"48.5328152949,8.6813653988",9999
Ambri Airport,LSPM,"46.5125007950,8.6897801988",9999
Thisted Flyveplads,ZZZZ,"57.0713363947,8.6952074988",9999
Gullknapp Flpl Airport,ZZZZ,"58.5167006947,8.6999997988",9999
Gravvold Airfield,ZZZZ,"63.0547217948,8.7141665988",9999
Ober-Mörlen - Flugplatz,ZZZZ,"50.3629568948,8.7141729988",9999
Rottweil-Zepfenhan,ZZZZ,"48.1860363949,8.7196162988",9999
Aeroporto di Milano-Malpensa,ZZZZ,"45.6297185950,8.7262092988",9999
Segelflugplatz Pohlheim,ZZZZ,"50.5326047948,8.7275889988",9999
Gießen-Wieseck,ZZZZ,"50.6041672948,8.7286073988",9999
Flugplatz Speck,ZZZZ,"47.3754664949,8.7603496988",9999
Flatval Airport,ZZZZ,"63.7005996949,8.7605695988",9999
Volo a vela,ZZZZ,"45.8100999950,8.7715312988",9999
La tana del volo,ZZZZ,"39.2787054954,8.7721558988",9999
Flugplatz Haxterberg,ZZZZ,"51.6878264948,8.7762503988",9999
Flughafen Bremen,ZZZZ,"53.0508203947,8.7847463988",9999
Novi Ligure Glider Airport,ZZZZ,"44.7799987950,8.7863902988",9999
"Morsø Airport, Tødsø",EKNM,"56.8244018947,8.7866696988",9999
Sainte Catherine,LFKC,"42.5255479952,8.7902605988",9999
Segelflugplatz Deckenpfronn,ZZZZ,"48.6373218949,8.8112266988",9999
Marburg-Schönstadt,ZZZZ,"50.8764888948,8.8161731988",9999
Tønder Airport,EKTD,"54.9296988947,8.8405703988",9999
Aeroporto Cristoforo Colombo,ZZZZ,"44.4139634951,8.8458339988",9999
Segelflugplatz,ZZZZ,"49.8418324948,8.8504380988",9999
Flugplatz Wangen,ZZZZ,"47.2043362949,8.8654935988",9999
Gießen-Reiskirchen Airport,ZZZZ,"50.5669440948,8.8697223988",9999
Flugplatz Reichelsheim,ZZZZ,"50.3349154948,8.8768453988",9999
Aeroporto Cantonale di Locarno,ZZZZ,"46.1638513950,8.8803952988",9999
Flugplatz Hasenstrick,ZZZZ,"47.2805138949,8.8814285988",9999
Arturo Ferrarin,ZZZZ,"45.7422931950,8.8888572988",9999
Segelfluggelände,ZZZZ,"49.2476943948,8.8931318988",9999
Campo Volo dei Navigli,ZZZZ,"45.4140166950,8.8969842988",9999
Neuhausen ob Eck Airport,ZZZZ,"47.9772405949,8.9028897988",9999
Flugplatz Detmold,ZZZZ,"51.9408293948,8.9040059988",9999
Lugano Airport,LSZA,"46.0016488950,8.9066262988",9999
Flugplatz Poltringen,ZZZZ,"48.5469169949,8.9465593988",9999
Hanau Army Air Field,ZZZZ,"50.1692008948,8.9615897988",9999
"Aeroporto Militare ""G. Farina"" Decimomannu",ZZZZ,"39.3538671954,8.9703444988",9999
Michelstadt/Odw. Airport,ZZZZ,"49.6786117948,8.9719438988",9999
Mengeringhausen Airport,ZZZZ,"51.3763884948,8.9811105987",9999
Fur Airport,ZZZZ,"56.8244018947,8.9861096987",9999
Lodrino Air Base,ZZZZ,"46.2958983950,8.9921302987",9999
Flugplatz Lommis,ZZZZ,"47.5258332949,9.0041666987",9999
Herning Airport,EKHG,"56.1846999947,9.0444497987",9999
Fiske Airfield,ZZZZ,"63.0124473948,9.0466832987",9999
Flugplatz Amlikon,ZZZZ,"47.5739619949,9.0489257987",9999
Gol Airport,USCG,"60.7914008948,9.0505599987",9999
Cagliari-Elmas Airport,ZZZZ,"39.2531458954,9.0591828987",9999
Flugplatz Mollis,ZZZZ,"47.0792759949,9.0643860987",9999
Flugplatz Albstadt-Degerfeld,ZZZZ,"48.2517601949,9.0688714987",9999
Como (Idroscalo - Water Ad) Hidroport,ZZZZ,"45.8147010950,9.0697202987",9999
HG+GS Landeplatz,ZZZZ,"47.8094769949,9.0713412987",9999
Buckeburg Airport,ZZZZ,"52.2784995948,9.0821694987",9999
Flugplatz Farrenberg,ZZZZ,"48.3848029949,9.0842660987",9999
Figari - Sud Corse,LFKF,"41.5001190952,9.0985131987",9999
San Vittore Airport,ZZZZ,"46.2346394950,9.0989574987",9999
Flugplatz Blomberg Borkhausen,ZZZZ,"51.9167911948,9.1112281987",9999
Karup Lufthavn / Flyvestation Karup,ZZZZ,"56.3007872947,9.1129378987",9999
Verkehrslandeplatz Lohrbach,ZZZZ,"49.3996764948,9.1224098987",9999
Lunde Nome Airfield,ZZZZ,"59.2980994947,9.1327294987",9999
Flugplatz Konstanz,ZZZZ,"47.6813308949,9.1397523987",9999
Aviosuperfice di Robecco Pavese,ZZZZ,"45.0501904950,9.1626144987",9999
Alzate Brianza Airport,ZZZZ,"45.7708438950,9.1632990987",9999
Skive Lufthavn,ZZZZ,"56.5538091947,9.1665661987",9999
Sportflugplatz Holzbalge,ZZZZ,"52.7104049948,9.1676736987",9999
Wolfhagen „Graner Berg“ Airport,ZZZZ,"51.3072204948,9.1752776987",9999
Notodden Airport,ENNO,"59.5641052947,9.2172891987",9999
Pattonville,ZZZZ,"48.8651290949,9.2225654987",9999
Flughafen Stuttgart,ZZZZ,"48.6902999949,9.2225999987",9999
Segelflugplatz,ZZZZ,"50.9061360948,9.2406866987",9999
LSV Alsfeld,ZZZZ,"50.7489542948,9.2448473987",9999
Pfullendorf,ZZZZ,"47.9091919949,9.2506438987",9999
Sonderlandeplatz Seedorf,ZZZZ,"53.3337248947,9.2581152987",9999
Sitterdorf Airport,ZZZZ,"47.5088996949,9.2627801987",9999
Vojens lufthavn,ZZZZ,"55.2209044947,9.2629950987",9999
Aeroporto Enrico Forlanini,ZZZZ,"45.4455069950,9.2782050987",9999
Flugplatz Verden-Scharnhorst,ZZZZ,"52.9649765947,9.2853353987",9999
Heeresflugplatz Fritzlar,ZZZZ,"51.1166028948,9.2865695987",9999
Leirin Airport,ZZZZ,"61.0155982948,9.2880601987",9999
Fagernes Lufthavn,ZZZZ,"61.0071999948,9.2953999987",9999
Segelfluggelände Übersberg,ZZZZ,"48.4586606949,9.2966308987",9999
Flugplatz Bad Pyrmont,ZZZZ,"51.9716642948,9.2974631987",9999
Rødekro Flyveplads,ZZZZ,"55.0780356947,9.2979795987",9999
Segelfluggelände Roßfeld,ZZZZ,"48.5116589949,9.3267625987",9999
Koldingegnens Lufthavn,ZZZZ,"55.4383803947,9.3292533987",9999
RC-Modelflugplatz,ZZZZ,"48.8072788949,9.3376900987",9999
Flugplatz Rotenburg,ZZZZ,"53.1297169947,9.3513784987",9999
Schlierstadt,ZZZZ,"49.4443977948,9.3624442987",9999
Verkehrslandeplatz Mengen-Hohentengen,ZZZZ,"48.0544104949,9.3677068987",9999
Ultraleichtflugplatz der Deisterflieger e.V.,ZZZZ,"52.2942224948,9.3770868987",9999
Flugplatz Höxter-Holzminden,ZZZZ,"51.8068783948,9.3790690987",9999
Christianshede Flyveplads,ZZZZ,"56.1036780947,9.3962371987",9999
Hölleberg Airport,ZZZZ,"51.6108321948,9.3974999987",9999
Flugplatz Hülben,ZZZZ,"48.5293026949,9.3975775987",9999
Christianshede Flyveplads,ZZZZ,"56.1023864947,9.3992265987",9999
Walldürn Airport,ZZZZ,"49.5816688948,9.4022216987",9999
Fluggelände Neuffen West,ZZZZ,"48.5493297949,9.4044706987",9999
Fluggelände Neuffen Nord,ZZZZ,"48.5558512949,9.4059856987",9999
Solenzara (BA 126) Air Base,ZZZZ,"41.9244002952,9.4060000987",9999
Viborg Airport,EKVB,"56.4099997947,9.4090995987",9999
Mosenberg Airport,ZZZZ,"51.0627784948,9.4222220987",9999
Wunstorf Airport,ZZZZ,"52.4572982948,9.4271697987",9999
Grabenstetten Airport,ZZZZ,"48.5361098949,9.4369439987",9999
Flugplatz Backnang-Heiningen,ZZZZ,"48.9198548949,9.4557281987",9999
Aars Airport,EKVH,"56.8467952947,9.4659121987",9999
Flugplatz Riedlingen,ZZZZ,"48.1457038949,9.4679873987",9999
Segelflugplatz Dettingen/Teck,ZZZZ,"48.6108477949,9.4713181987",9999
Flugplatz Nabern/Teck,ZZZZ,"48.6127223949,9.4772414987",9999
Bastia - Poretta,LFKB,"42.5476404952,9.4822958987",9999
Flugplatz Stade,ZZZZ,"53.5605558947,9.5000351987",9999
Sonderlandeplatz Bad Saulgau,ZZZZ,"48.0293174949,9.5067979987",9999
Flughafen Friedrichshafen,ZZZZ,"47.6714182949,9.5138759987",9999
Aeroporto Internazionale Olbia Costa Smeralda,ZZZZ,"40.9019255953,9.5159968987",9999
Flugplatz Altfeld,ZZZZ,"49.8329493948,9.5366595987",9999
kage,ENSK,"55.2405489947,9.5429370987",9999
kage,ENSK,"55.2405489947,9.5429692987",9999
St.Gallen-Altenrhein,LSZR,"47.4859602949,9.5598602987",9999
Langenberg bei Hattenbach,ZZZZ,"50.7940135948,9.5613514987",9999
"Skien lufthavn, Geiteryggen",ZZZZ,"59.1843999947,9.5680999987",9999
Hungriger Wolf,ZZZZ,"53.9912902947,9.5753869987",9999
Rendsburg-Schachtholm,ZZZZ,"54.2195269947,9.5989147987",9999
"Brekstad lufthavn, Ørland",ZZZZ,"63.7000070949,9.6070727987",9999
Segelflugplatz Uslar,ZZZZ,"51.6633786948,9.6106226987",9999
Ørlandet Hovedflystasjon,ZZZZ,"63.6990633949,9.6163503987",9999
Sportflugplatz,ZZZZ,"48.6592887949,9.6233353987",9999
Am großen Staufenberg,ZZZZ,"51.3621039948,9.6313224987",9999
Flugplatz Laichingen,ZZZZ,"48.4967099949,9.6368800987",9999
Flugplatz Nortel,ZZZZ,"48.6207989949,9.6520820987",9999
Aviosuperficie San Teodoro,ZZZZ,"40.8026919953,9.6576349987",9999
Ingelfingen-Bühlhof Airport,ZZZZ,"49.3216666948,9.6630563987",9999
EDGU Unterschuepf,ZZZZ,"49.5157474948,9.6711735987",9999
Tortolì-Arbatax,LIET,"39.9219049953,9.6773174987",9999
Hannover-Langenhagen,EDDV,"52.4597715948,9.6878060987",9999
Hohenems - Dornbirn,ZZZZ,"47.3824063949,9.6987926986",9999
Aeroporto Internazionale Orio al Serio,ZZZZ,"45.6731309950,9.7042533986",9999
Reute Bad Waldsee,ZZZZ,"47.9158144949,9.7091113986",9999
Piacenza Airport,ZZZZ,"44.9131011950,9.7233294986",9999
Landeplatz Bad Ditzenbach,ZZZZ,"48.5656511949,9.7266352986",9999
"Agdenes Airfield, Breivika",ZZZZ,"63.6288871949,9.7274999986",9999
Segelflugplatz Berneck,ZZZZ,"48.5692932949,9.7300978986",9999
LSV Heli,ZZZZ,"51.1881393948,9.7380065986",9999
Plätzer,ZZZZ,"50.7107029948,9.7385658986",9999
Ahrenlohe Airport,ZZZZ,"53.6997222947,9.7405557986",9999
Segelfluggelände Hermuthausen,ZZZZ,"49.3153982948,9.7505911986",9999
Flugplatz Schwäbisch Hall-Weckrieden,ZZZZ,"49.1237131948,9.7810727986",9999
Sønderborg Lufthavn,ZZZZ,"54.9647061947,9.7916770986",9999
Sondrio Caiolo Airport,ZZZZ,"46.1542014950,9.7980603986",9999
Wadahl,ZZZZ,"61.4994430948,9.7983331986",9999
Flugplatz Sonderbuch,ZZZZ,"48.4186163949,9.8002351986",9999
Segelfluggelände Oppingen-Au,ZZZZ,"48.5568688949,9.8212051986",9999
Hettstadt,ZZZZ,"49.7981470948,9.8331031986",9999
Flugplatz Donzdorf-Messelberg,ZZZZ,"48.6771571949,9.8478053986",9999
Aalborg Lufthavn,ZZZZ,"57.0940071947,9.8515489986",9999
Oppdal - Fagerhaug,ZZZZ,"62.6510646948,9.8544973986",9999
Flugplatz Hornberg,ZZZZ,"48.7461969949,9.8623118986",9999
Lager Hammelburg,ZZZZ,"50.0980164948,9.8811975986",9999
Samedan Airport,LSZS,"46.5340995950,9.8841104986",9999
Flugplatz Laupheim,ZZZZ,"48.2222147949,9.9073829986",9999
Segelflugplatz,ZZZZ,"51.0890198948,9.9105146986",9999
Dokka Thomlevold Airport,ZZZZ,"60.8333014948,9.9166697986",9999
Hokksund flyplass,ZZZZ,"59.7599459947,9.9194319986",9999
Heubach,ZZZZ,"48.8030952949,9.9301210986",9999
Flugplatz Neumünster,ZZZZ,"54.0791487947,9.9413141986",9999
Rårup Flyveplads,ZZZZ,"55.7769999947,9.9439577986",9999
Segelflugplatz Wasserkuppe,ZZZZ,"50.4983993948,9.9505242986",9999
Flugplatz Niederstetten,ZZZZ,"49.3951647948,9.9663730986",9999
Flughafen Hamburg-Fuhlsbüttel,ZZZZ,"53.6302037947,9.9880864986",9999
LUNI/SARZANA: 1° NUCLEO AEREO GUARDIA COSTIERA e GRUPPI VOLO MARINA MILITARE,ZZZZ,"44.0904128951,9.9906614986",9999
Aeroporto di Cremona Migliaro,ZZZZ,"45.1665509950,10.0063283986",9999
Randers Airport,EKRD,"56.5065993947,10.0363997986",9999
Piste 02,ZZZZ,"51.1553143948,10.0456013986",9999
Piste 20,ZZZZ,"51.1631146948,10.0486196986",9999
"Ringebu Airfield, Frya",ZZZZ,"61.5454406948,10.0615882986",9999
Bad Kissingen,ZZZZ,"50.2099951948,10.0695083986",9999
Flugplatz Tannheim,ZZZZ,"48.0085457949,10.1030908986",9999
Folldal Grimsmoe Airport,ZZZZ,"62.1175002948,10.1107997986",9999
Segelflugplatz Weipertshofen,ZZZZ,"49.0869234948,10.1242418986",9999
Flugplatz Weißenhorn,ZZZZ,"48.2901792949,10.1359872986",9999
Flugplatz Illertissen,ZZZZ,"48.2359023949,10.1370293986",9999
Aeroporto di Massa Cinquale,ZZZZ,"43.9839277951,10.1412881986",9999
Flugplatz Günterode/Heiligenstadt,ZZZZ,"51.4081723948,10.1475590986",9999
Schweinfurt 7WS,ZZZZ,"50.0491270948,10.1670638986",9999
Kitzingen Harvey Barracks,ZZZZ,"49.7395249948,10.1995983986",9999
Bad Neustadt/Saale-Grasberg,ZZZZ,"50.3075615948,10.2251006986",9999
Hadsund Airport,EKHS,"56.7559241947,10.2288293986",9999
Allgäu Airport Memmingen,EDJA,"47.9876624949,10.2329488986",9999
Leipheim Air Base,ZZZZ,"48.4399985949,10.2356004986",9999
Sonderlandeplatz Ellwangen,ZZZZ,"48.9611413949,10.2358986986",9999
Marina di Campo,LIRJ,"42.7610665952,10.2390581986",9999
Husodden Airfield,ZZZZ,"60.7483329948,10.2399997986",9999
Schweinfurt-Süd,ZZZZ,"50.0111980948,10.2448632986",9999
Endelave Flyveplads,ZZZZ,"55.7558690947,10.2510341986",9999
Flugplatz Aue/Hattorf,ZZZZ,"51.6334769948,10.2586169986",9999
"Sandefjord lufthavn, Torp",ZZZZ,"59.1805717947,10.2601657986",9999
Ghedi,LIPL,"45.4340544950,10.2663875986",9999
Verkehrslandeplatz Aalen-Elchingen,ZZZZ,"48.7780233949,10.2675036986",9999
Flugplatz Günzburg Donauried,ZZZZ,"48.4861571949,10.2830057986",9999
Segelfluggelände Neresheim,ZZZZ,"48.7414508949,10.3224174986",9999
Eggemoen Airport,ZZZZ,"60.2173003948,10.3239001986",9999
UL-Fluggelände Walxheim,ZZZZ,"48.9538924949,10.3274140986",9999
Aeroporto Gabriele D'Annunzio,ZZZZ,"45.4284094950,10.3302468986",9999
"Odense lufthavn, Beldringe",ZZZZ,"55.4761998947,10.3311000986",9999
Sonderlandeplatz Bopfingen,ZZZZ,"48.8492102949,10.3357729986",9999
Bad Windsheim Airport,ZZZZ,"49.5109993948,10.3659010986",9999
Schäferstuhl,ZZZZ,"52.0291737948,10.3678002986",9999
"Tønsberg Flyplass, Jarlsberg",ZZZZ,"59.2983794947,10.3691882986",9999
Galilei Intl,ZZZZ,"43.6969268951,10.4003382986",9999
Dinkelsbühl-Sinbronn Airport,ZZZZ,"49.0649985948,10.4011105986",9999
Sæby (Ottestrup) Airport,ZZZZ,"57.3466987947,10.4069995986",9999
Flugplatz Thannhausen,ZZZZ,"48.2900450949,10.4419523985",9999
Ærø Lufthavn,ZZZZ,"54.8533143947,10.4561558985",9999
Eisenach-Kindel Airport,ZZZZ,"50.9927787948,10.4727782985",9999
Kindel,ZZZZ,"50.9915998948,10.4837088985",9999
Irsingen,ZZZZ,"49.0383024949,10.5028955985",9999
Nördlingen Airport,ZZZZ,"48.8705558949,10.5050000985",9999
Hassfurt-Schweinfurt,ZZZZ,"50.0172846948,10.5271844985",9999
Sonderlandeplatz Mühlhausen,ZZZZ,"51.2130481948,10.5417576985",9999
Tåsinge Airport,ZZZZ,"55.0149687947,10.5668110985",9999
Reinsvoll Airport,ENRV,"60.6721991948,10.5675000985",9999
Große Wiese Wolfenbüttel,ZZZZ,"52.1369207948,10.5689559985",9999
Neustadt (Aisch),ZZZZ,"49.5871718948,10.5768667985",9999
Segelflugverein Bad Wörishofen e. V.,ZZZZ,"48.0269588949,10.6032007985",9999
Samsø Airport,EKSS,"55.8907749947,10.6118948985",9999
Fliegerhorst Kaufbeuren,ZZZZ,"47.8638785949,10.6135101985",9999
Bad Langensalza Airport,ZZZZ,"51.1291655948,10.6222218985",9999
Aarhus Lufthavn,ZZZZ,"56.3036498947,10.6251786985",9999
Obermehler-Schlotheim Airport,ZZZZ,"51.2677764948,10.6347217985",9999
Sportflugplatz,ZZZZ,"49.0867552948,10.6365549985",9999
Mesnali Flyplass,ZZZZ,"61.0832820948,10.6864331985",9999
Sportflugplatz,ZZZZ,"47.5834635949,10.6875226985",9999
Campo Volo,ZZZZ,"43.5909075951,10.6991348985",9999
Flugplatz Grambeker Heide,ZZZZ,"53.5837996947,10.7046251985",9999
Sportflugplatz Schwabmünchen,ZZZZ,"48.1802842949,10.7090036985",9999
ehem. Agrarflugplatz,ZZZZ,"50.8961294948,10.7193966985",9999
Frosta Airfield,ZZZZ,"63.5741576949,10.7194375985",9999
Flugplatz Gunzenhausen-Reutberg,ZZZZ,"49.1128556948,10.7826630985",9999
Moss lufthavn Rygge,ZZZZ,"59.3779791947,10.7853770985",9999
Mantova Airport,ZZZZ,"45.1358336950,10.7944440985",9999
Modena / Marzaglia Airport,ZZZZ,"44.6311125950,10.8095902985",9999
Ebern-Sendelbach Airport,ZZZZ,"50.0394439948,10.8227776985",9999
Segelflugplatz Stillberghof,ZZZZ,"48.7308640949,10.8295669985",9999
Fliegerklub Nordhausen,ZZZZ,"51.4914015948,10.8304403985",9999
Pavullo Airport,ZZZZ,"44.3223990951,10.8317002985",9999
Atna Flyplass,ZZZZ,"61.7258919948,10.8422037985",9999
Donauwörth-Genderkingen,ZZZZ,"48.7032068949,10.8520662985",9999
Fliegerhorst Lechfeld,ZZZZ,"48.1862320949,10.8582573985",9999
Aeroporto Valerio Catullo di Verona-Villafranca,ZZZZ,"45.3990440950,10.8832854985",9999
Flugplatz Bubenheim,ZZZZ,"48.9949802949,10.8859319985",9999
Fliegerhorst Landsberg/Lech,ZZZZ,"48.0724669949,10.9095042985",9999
Bamberg-Breitenau Airport,ZZZZ,"49.9205550948,10.9141673985",9999
"Trondheim lufthavn, Værnes",ZZZZ,"63.4574999949,10.9241669985",9999
Grena Airport,ZZZZ,"56.4425010947,10.9306001985",9999
Flughafen Augsburg,ZZZZ,"48.4240529949,10.9310429985",9999
Schwabach-Heidenberg Airport,ZZZZ,"49.2686118948,11.0097217985",9999
Campo di Volo Termon,ZZZZ,"46.2711457950,11.0257381985",9999
Kjeller Flyplass,ZZZZ,"59.9697414947,11.0407639985",9999
Verkehrslandeplatz Lichtenfels,ZZZZ,"50.1482124948,11.0459102985",9999
Torsnes Airfield,ZZZZ,"59.1955565947,11.0638884985",9999
"Hamar flyplass, Stafsberg",ZZZZ,"60.8174319948,11.0697062985",9999
Grosseto Airport,LIRS,"42.7597007952,11.0719003985",9999
"Aeroporto della Maremma ""Corrado Baccarini""",ZZZZ,"42.7703503952,11.0765129985",9999
Flughafen Nürnberg,ZZZZ,"49.4955908948,11.0793398985",9999
"Oslo lufthavn, Gardermoen",ZZZZ,"60.1950031948,11.1004579985",9999
Aviosuperfice Mensanello,ZZZZ,"43.3728743951,11.1207485985",9999
Jesenwang,ZZZZ,"48.1742215949,11.1254483985",9999
Flugplatz Burg Feuerstein,ZZZZ,"49.7930188948,11.1275197985",9999
Nakskov Airport,ZZZZ,"54.8171996947,11.1308001985",9999
"Rørvik lufthavn, Ryum",ZZZZ,"64.8383329949,11.1461109984",9999
Modellflugplatz Inning,ZZZZ,"48.0918038949,11.1582295984",9999
Flugplatz Hetzleser Berg,ZZZZ,"49.6413641948,11.1604587984",9999
Sömmerda-Dermsdorf Airport,ZZZZ,"51.1978623948,11.1928154984",9999
Gørlev Flyveplads,ZZZZ,"55.5518203947,11.1956477984",9999
Aeroporto di Firenze,ZZZZ,"43.8074434951,11.2028601984",9999
Dürabuch,ZZZZ,"48.2623311949,11.2085260984",9999
Thalmässing-Waizenhofen Airport,ZZZZ,"49.0641669948,11.2091664984",9999
Fliegerhorst Neuburg,ZZZZ,"48.7110133949,11.2131399984",9999
Sonderlandeplatz Egweil,ZZZZ,"48.7829173949,11.2196091984",9999
Ballenstedt Airport,ZZZZ,"51.7458343948,11.2297219984",9999
Sportfliegergruppe Werdenfels e.V.,ZZZZ,"47.6579097949,11.2316993984",9999
Aeroporto di Legnago,ZZZZ,"45.1332015950,11.2922000984",9999
Fjällbacka Anra Airport,ZZZZ,"58.6300086947,11.3144587984",9999
Rakkestad flyplass,ZZZZ,"59.3989548947,11.3425420984",9999
Røros lufthavn,ZZZZ,"62.5788889948,11.3449999984",9999
Flughafen Innsbruck,ZZZZ,"47.2595697949,11.3458990984",9999
Vejrø Airport,ZZZZ,"55.0264952947,11.3493398984",9999
Gardelegen Airport,ZZZZ,"52.5272216948,11.3513888984",9999
"Rena flyplass, Landsørkje",ZZZZ,"61.1851778948,11.3724499984",9999
Haga Airfield,ZZZZ,"60.0202674947,11.3790893984",9999
Forst,ZZZZ,"49.2155594948,11.4014444984",9999
Gröbenried,ZZZZ,"48.2285587949,11.4229093984",9999
Segelflugplatz Post-Sportverein Nürnberg,ZZZZ,"49.3900598948,11.4263323984",9999
Flugplatz Berching,ZZZZ,"49.1304909948,11.4434232984",9999
Flugplatz Allstedt,ZZZZ,"51.3815449948,11.4455028984",9999
Flugplatz Neumarkt,ZZZZ,"49.2860500948,11.4478219984",9999
Segelflugplatz Hersbruck,ZZZZ,"49.5069745948,11.4521838984",9999
Flugplatz Kulmbach,ZZZZ,"50.1344038948,11.4621583984",9999
Flugplatz Königsdorf,ZZZZ,"47.8288080949,11.4668602984",9999
Segelfluggelände Ottenberg,ZZZZ,"49.3288296948,11.4801362984",9999
Flugplatz Beilngries GmbH,ZZZZ,"49.0216082949,11.4836008984",9999
Romeo Sartori,LIDA,"45.8861135950,11.5156172984",9999
Aviosuperficie Guglielmo Zamboni,ZZZZ,"44.4716604951,11.5415163984",9999
Flugplatz Ingolstadt-Manching,ZZZZ,"48.7233360949,11.5515847984",9999
Anholt Flyveplads,ZZZZ,"56.6988982947,11.5558995984",9999
Oberschleißheim Airport,ZZZZ,"48.2390852949,11.5589417984",9999
Maarud,ZZZZ,"60.1813048948,11.5644835984",9999
Namsos lufthavn,ZZZZ,"64.4722219949,11.5786109984",9999
Henning (Nedre Langli),ZZZZ,"63.9313888949,11.5900001984",9999
Drachenflugplatz,ZZZZ,"50.5937352948,11.5940263984",9999
Flugplatz Oberrißdorf,ZZZZ,"51.5424994948,11.5958327984",9999
Ferrara Airport,LIPF,"44.8160018950,11.6134004984",9999
